time;open;high;low;close;tick_volume
2024.06.18 18:40;1.07357;1.07408;1.07357;1.07407;176
2024.06.18 18:45;1.07405;1.07417;1.07355;1.0736;165
2024.06.18 18:50;1.0736;1.07374;1.07344;1.0737;176
2024.06.18 18:55;1.0737;1.07401;1.07362;1.07385;169
2024.06.18 19:00;1.07386;1.07415;1.07372;1.0741;138
2024.06.18 19:05;1.07411;1.07426;1.07403;1.07419;127
2024.06.18 19:10;1.07418;1.07423;1.07388;1.07394;155
2024.06.18 19:15;1.07395;1.07402;1.07364;1.07364;114
2024.06.18 19:20;1.07365;1.07419;1.07364;1.07411;152
2024.06.18 19:25;1.0741;1.07417;1.07377;1.07377;153
2024.06.18 19:30;1.07376;1.0738;1.07369;1.07379;112
2024.06.18 19:35;1.07379;1.07397;1.07374;1.07395;112
2024.06.18 19:40;1.07396;1.07423;1.07393;1.0741;139
2024.06.18 19:45;1.074;1.07401;1.07378;1.07395;147
2024.06.18 19:50;1.07395;1.07403;1.07394;1.07397;119
2024.06.18 19:55;1.07397;1.07403;1.07378;1.07393;151
2024.06.18 20:00;1.07389;1.07431;1.07389;1.07414;246
2024.06.18 20:05;1.07415;1.07422;1.07385;1.07385;181
2024.06.18 20:10;1.07384;1.07384;1.07345;1.07346;165
2024.06.18 20:15;1.07347;1.07368;1.07346;1.07367;127
2024.06.18 20:20;1.07369;1.07378;1.07343;1.07357;180
2024.06.18 20:25;1.07357;1.07391;1.07353;1.07376;178
2024.06.18 20:30;1.07377;1.07388;1.0735;1.0738;169
2024.06.18 20:35;1.0738;1.07408;1.0738;1.07387;103
2024.06.18 20:40;1.07388;1.07398;1.0737;1.0737;137
2024.06.18 20:45;1.07369;1.07381;1.07367;1.07376;142
2024.06.18 20:50;1.07376;1.07378;1.07336;1.07353;144
2024.06.18 20:55;1.07353;1.07362;1.07345;1.07353;129
2024.06.18 21:00;1.07351;1.07367;1.07348;1.07358;142
2024.06.18 21:05;1.07357;1.07376;1.07357;1.07366;115
2024.06.18 21:10;1.07366;1.07382;1.07366;1.07371;120
2024.06.18 21:15;1.07371;1.07378;1.07357;1.07358;105
2024.06.18 21:20;1.07354;1.07354;1.07346;1.07349;96
2024.06.18 21:25;1.07349;1.07362;1.07332;1.07335;117
2024.06.18 21:30;1.07334;1.07353;1.07334;1.07338;154
2024.06.18 21:35;1.07338;1.0734;1.07322;1.07333;138
2024.06.18 21:40;1.07332;1.07338;1.07323;1.07327;131
2024.06.18 21:45;1.07327;1.07341;1.07323;1.07338;111
2024.06.18 21:50;1.07337;1.07362;1.07336;1.07359;101
2024.06.18 21:55;1.0736;1.07403;1.07358;1.07397;120
2024.06.18 22:00;1.07397;1.07397;1.07361;1.07379;131
2024.06.18 22:05;1.07379;1.07385;1.07372;1.07378;84
2024.06.18 22:10;1.07375;1.07385;1.07369;1.0737;100
2024.06.18 22:15;1.0737;1.07375;1.07365;1.0737;75
2024.06.18 22:20;1.07369;1.0738;1.07364;1.07371;82
2024.06.18 22:25;1.07371;1.07379;1.07362;1.07368;95
2024.06.18 22:30;1.07369;1.0738;1.07369;1.07379;57
2024.06.18 22:35;1.07379;1.07389;1.07373;1.07378;97
2024.06.18 22:40;1.07376;1.07381;1.07362;1.07367;78
2024.06.18 22:45;1.07368;1.07379;1.07362;1.07373;118
2024.06.18 22:50;1.07374;1.0738;1.07372;1.07379;123
2024.06.18 22:55;1.07378;1.07389;1.07374;1.07389;134
2024.06.18 23:00;1.07384;1.07393;1.0738;1.07393;62
2024.06.18 23:05;1.07393;1.07402;1.07391;1.07402;69
2024.06.18 23:10;1.07402;1.07407;1.07396;1.07403;53
2024.06.18 23:15;1.07402;1.07404;1.07397;1.07401;61
2024.06.18 23:20;1.07402;1.07402;1.07393;1.07397;69
2024.06.18 23:25;1.07396;1.074;1.07395;1.07397;52
2024.06.18 23:30;1.07397;1.07397;1.0738;1.07382;56
2024.06.18 23:35;1.07382;1.07386;1.07379;1.07381;47
2024.06.18 23:40;1.07381;1.07386;1.07373;1.07386;106
2024.06.18 23:45;1.07387;1.07394;1.07381;1.07385;137
2024.06.18 23:50;1.07386;1.07391;1.07384;1.07388;40
2024.06.18 23:55;1.07386;1.07394;1.07385;1.07393;61
2024.06.19 00:00;1.07393;1.07393;1.07347;1.07373;14
2024.06.19 00:05;1.07374;1.07383;1.07373;1.07383;16
2024.06.19 00:10;1.07382;1.07392;1.07347;1.07389;70
2024.06.19 00:15;1.07391;1.07394;1.07381;1.07381;10
2024.06.19 00:20;1.07381;1.07381;1.07372;1.07381;7
2024.06.19 00:25;1.07381;1.07395;1.07381;1.07394;25
2024.06.19 00:30;1.07395;1.07397;1.07394;1.07394;21
2024.06.19 00:35;1.07394;1.07396;1.0739;1.07396;18
2024.06.19 00:40;1.07396;1.07396;1.07396;1.07396;5
2024.06.19 00:45;1.07396;1.07396;1.07396;1.07396;5
2024.06.19 00:50;1.07396;1.07396;1.07391;1.07396;13
2024.06.19 00:55;1.07392;1.07397;1.07389;1.07396;26
2024.06.19 01:00;1.07396;1.07407;1.07392;1.07406;37
2024.06.19 01:05;1.07404;1.07404;1.07396;1.07397;24
2024.06.19 01:10;1.07396;1.07398;1.07395;1.07396;40
2024.06.19 01:15;1.07399;1.07402;1.07397;1.07401;41
2024.06.19 01:20;1.074;1.07401;1.07397;1.07398;17
2024.06.19 01:25;1.07398;1.07403;1.07396;1.07402;32
2024.06.19 01:30;1.07402;1.07402;1.07398;1.07402;26
2024.06.19 01:35;1.07399;1.07401;1.07392;1.07401;20
2024.06.19 01:40;1.07401;1.07405;1.07399;1.07401;33
2024.06.19 01:45;1.07402;1.07405;1.074;1.07405;26
2024.06.19 01:50;1.07405;1.07405;1.07402;1.07405;9
2024.06.19 01:55;1.07405;1.07406;1.07402;1.07405;9
2024.06.19 02:00;1.07405;1.07412;1.07405;1.07409;18
2024.06.19 02:05;1.07409;1.0741;1.07398;1.07399;17
2024.06.19 02:10;1.07399;1.07406;1.07396;1.07404;20
2024.06.19 02:15;1.07404;1.07406;1.07398;1.07405;45
2024.06.19 02:20;1.07406;1.07408;1.07402;1.07404;42
2024.06.19 02:25;1.07404;1.07405;1.07399;1.07403;38
2024.06.19 02:30;1.07403;1.07405;1.07396;1.07399;39
2024.06.19 02:35;1.074;1.07404;1.07398;1.07399;36
2024.06.19 02:40;1.07399;1.07405;1.07399;1.07404;18
2024.06.19 02:45;1.07404;1.07406;1.07399;1.07402;25
2024.06.19 02:50;1.07402;1.07405;1.07396;1.07397;29
2024.06.19 02:55;1.07397;1.07402;1.07388;1.07388;45
2024.06.19 03:00;1.07387;1.07396;1.07376;1.07377;93
2024.06.19 03:05;1.07377;1.07395;1.07377;1.07388;56
2024.06.19 03:10;1.07389;1.07389;1.07377;1.07377;50
2024.06.19 03:15;1.07376;1.07388;1.07376;1.07383;66
2024.06.19 03:20;1.07383;1.07389;1.07375;1.07384;57
2024.06.19 03:25;1.07384;1.07388;1.07379;1.07379;45
2024.06.19 03:30;1.0738;1.07386;1.07379;1.07384;49
2024.06.19 03:35;1.07383;1.07389;1.07377;1.07377;55
2024.06.19 03:40;1.07378;1.07385;1.07372;1.07383;74
2024.06.19 03:45;1.07383;1.07386;1.07378;1.07385;57
2024.06.19 03:50;1.07385;1.07386;1.07368;1.07368;59
2024.06.19 03:55;1.07369;1.07383;1.07368;1.07374;70
2024.06.19 04:00;1.07374;1.07382;1.07373;1.0738;55
2024.06.19 04:05;1.07381;1.07382;1.07374;1.07375;67
2024.06.19 04:10;1.07375;1.07376;1.07355;1.07358;78
2024.06.19 04:15;1.07358;1.07371;1.07358;1.07369;76
2024.06.19 04:20;1.07369;1.07369;1.07362;1.07363;61
2024.06.19 04:25;1.07363;1.07363;1.07354;1.07357;52
2024.06.19 04:30;1.07358;1.07378;1.07357;1.07374;77
2024.06.19 04:35;1.07377;1.07379;1.07372;1.07372;61
2024.06.19 04:40;1.07372;1.07392;1.07371;1.07389;98
2024.06.19 04:45;1.07389;1.07399;1.07388;1.07397;69
2024.06.19 04:50;1.07398;1.07414;1.07397;1.07411;68
2024.06.19 04:55;1.07411;1.07418;1.07403;1.07407;80
2024.06.19 05:00;1.07407;1.07412;1.07398;1.07398;66
2024.06.19 05:05;1.07399;1.074;1.07392;1.07397;53
2024.06.19 05:10;1.07396;1.07401;1.07391;1.07392;52
2024.06.19 05:15;1.07392;1.07398;1.07389;1.07393;54
2024.06.19 05:20;1.07393;1.07394;1.07388;1.07389;57
2024.06.19 05:25;1.07388;1.07397;1.07388;1.07397;66
2024.06.19 05:30;1.07397;1.0741;1.07396;1.0741;73
2024.06.19 05:35;1.0741;1.07425;1.07409;1.07412;77
2024.06.19 05:40;1.07412;1.07414;1.07408;1.07414;62
2024.06.19 05:45;1.07414;1.07414;1.07402;1.07403;61
2024.06.19 05:50;1.07403;1.07403;1.07377;1.07399;81
2024.06.19 05:55;1.07399;1.07399;1.07387;1.07388;64
2024.06.19 06:00;1.07388;1.07392;1.07385;1.07392;36
2024.06.19 06:05;1.07391;1.074;1.0739;1.07397;53
2024.06.19 06:10;1.07397;1.07405;1.07393;1.07405;65
2024.06.19 06:15;1.07405;1.07405;1.07399;1.07401;39
2024.06.19 06:20;1.07401;1.07402;1.07381;1.07387;46
2024.06.19 06:25;1.07388;1.07394;1.07387;1.07394;51
2024.06.19 06:30;1.07394;1.07395;1.0739;1.07393;45
2024.06.19 06:35;1.07393;1.07393;1.07378;1.07383;47
2024.06.19 06:40;1.07383;1.07384;1.07378;1.0738;59
2024.06.19 06:45;1.07379;1.07379;1.07371;1.07375;65
2024.06.19 06:50;1.07375;1.07376;1.0737;1.07372;63
2024.06.19 06:55;1.07372;1.07379;1.07372;1.07378;62
2024.06.19 07:00;1.07377;1.07378;1.07368;1.07374;67
2024.06.19 07:05;1.07374;1.07376;1.07373;1.07375;84
2024.06.19 07:10;1.07375;1.07376;1.07366;1.07373;84
2024.06.19 07:15;1.07373;1.07373;1.07367;1.07368;40
2024.06.19 07:20;1.07368;1.07368;1.07357;1.07363;40
2024.06.19 07:25;1.07363;1.07363;1.07356;1.07362;49
2024.06.19 07:30;1.07362;1.0737;1.0736;1.07363;55
2024.06.19 07:35;1.07363;1.07364;1.07361;1.07363;69
2024.06.19 07:40;1.07363;1.07364;1.07357;1.07358;84
2024.06.19 07:45;1.07358;1.07364;1.07356;1.0736;52
2024.06.19 07:50;1.07359;1.07362;1.07358;1.0736;52
2024.06.19 07:55;1.0736;1.0736;1.07354;1.07359;47
2024.06.19 08:00;1.0736;1.07362;1.07357;1.07359;39
2024.06.19 08:05;1.07359;1.07369;1.07358;1.07365;34
2024.06.19 08:10;1.07364;1.07371;1.07361;1.07371;41
2024.06.19 08:15;1.0737;1.07371;1.0736;1.07364;57
2024.06.19 08:20;1.07364;1.07364;1.07354;1.0736;72
2024.06.19 08:25;1.0736;1.07372;1.07359;1.07369;51
2024.06.19 08:30;1.07369;1.07373;1.07363;1.07364;64
2024.06.19 08:35;1.07364;1.0737;1.07361;1.07367;69
2024.06.19 08:40;1.07368;1.07379;1.07365;1.07373;77
2024.06.19 08:45;1.07373;1.07376;1.07369;1.07375;82
2024.06.19 08:50;1.07375;1.07387;1.07375;1.07383;77
2024.06.19 08:55;1.07383;1.07385;1.07367;1.07378;100
2024.06.19 09:00;1.07379;1.07397;1.07332;1.07384;218
2024.06.19 09:05;1.07383;1.07399;1.07378;1.07382;166
2024.06.19 09:10;1.07383;1.07396;1.07364;1.07394;110
2024.06.19 09:15;1.07394;1.07414;1.07389;1.07409;58
2024.06.19 09:20;1.07409;1.07409;1.07378;1.07391;128
2024.06.19 09:25;1.07391;1.07401;1.07381;1.07397;112
2024.06.19 09:30;1.07395;1.07395;1.07324;1.07335;153
2024.06.19 09:35;1.07338;1.07359;1.07316;1.07325;136
2024.06.19 09:40;1.07325;1.0733;1.07299;1.07303;154
2024.06.19 09:45;1.07303;1.07322;1.07288;1.07288;199
2024.06.19 09:50;1.07288;1.07324;1.07279;1.07318;162
2024.06.19 09:55;1.07318;1.07318;1.07281;1.07312;192
2024.06.19 10:00;1.07311;1.07348;1.0731;1.07346;237
2024.06.19 10:05;1.07347;1.07408;1.07347;1.07396;206
2024.06.19 10:10;1.07397;1.07399;1.07348;1.0735;234
2024.06.19 10:15;1.07351;1.07354;1.07272;1.07283;263
2024.06.19 10:20;1.07283;1.0731;1.07248;1.07288;246
2024.06.19 10:25;1.07288;1.07308;1.0727;1.07301;206
2024.06.19 10:30;1.07299;1.073;1.07272;1.0729;207
2024.06.19 10:35;1.07287;1.07335;1.07287;1.07307;181
2024.06.19 10:40;1.07307;1.07309;1.07276;1.07309;208
2024.06.19 10:45;1.07308;1.07344;1.07306;1.07332;209
2024.06.19 10:50;1.07333;1.07342;1.07322;1.07338;206
2024.06.19 10:55;1.07339;1.07387;1.07338;1.07367;181
2024.06.19 11:00;1.07368;1.07383;1.07349;1.07353;199
2024.06.19 11:05;1.07352;1.07375;1.07349;1.07374;208
2024.06.19 11:10;1.07374;1.07392;1.07368;1.07388;166
2024.06.19 11:15;1.07388;1.07404;1.07368;1.07376;171
2024.06.19 11:20;1.07375;1.07376;1.07342;1.07353;160
2024.06.19 11:25;1.07353;1.07394;1.07347;1.07379;173
2024.06.19 11:30;1.07378;1.07416;1.07373;1.07411;163
2024.06.19 11:35;1.07411;1.07414;1.07382;1.0739;166
2024.06.19 11:40;1.07389;1.07414;1.07383;1.07398;145
2024.06.19 11:45;1.07398;1.07417;1.07398;1.07411;132
2024.06.19 11:50;1.07414;1.07414;1.07378;1.07388;143
2024.06.19 11:55;1.07385;1.07408;1.07385;1.07403;140
2024.06.19 12:00;1.07404;1.07404;1.07386;1.0739;162
2024.06.19 12:05;1.07392;1.07397;1.07356;1.07387;209
2024.06.19 12:10;1.07387;1.07412;1.07378;1.07411;165
2024.06.19 12:15;1.0741;1.07435;1.0741;1.07433;163
2024.06.19 12:20;1.07433;1.0744;1.07391;1.07404;174
2024.06.19 12:25;1.07407;1.07429;1.07405;1.07415;162
2024.06.19 12:30;1.07413;1.07415;1.07393;1.07409;206
2024.06.19 12:35;1.07409;1.07414;1.07385;1.07387;155
2024.06.19 12:40;1.07387;1.07388;1.0733;1.07333;152
2024.06.19 12:45;1.07332;1.07349;1.07325;1.07347;152
2024.06.19 12:50;1.07348;1.07376;1.07346;1.07375;155
2024.06.19 12:55;1.07375;1.07388;1.07363;1.07372;169
2024.06.19 13:00;1.07372;1.07391;1.07353;1.07376;171
2024.06.19 13:05;1.07374;1.07378;1.07354;1.07377;141
2024.06.19 13:10;1.07378;1.07399;1.07373;1.07383;123
2024.06.19 13:15;1.07382;1.07398;1.07375;1.07386;125
2024.06.19 13:20;1.07386;1.07414;1.07382;1.07408;129
2024.06.19 13:25;1.07408;1.07444;1.07402;1.07425;120
2024.06.19 13:30;1.07425;1.07469;1.07421;1.07443;141
2024.06.19 13:35;1.07443;1.07446;1.07418;1.07422;141
2024.06.19 13:40;1.07422;1.07423;1.07398;1.07403;145
2024.06.19 13:45;1.07403;1.07454;1.07403;1.07453;152
2024.06.19 13:50;1.07453;1.0749;1.07448;1.0749;173
2024.06.19 13:55;1.07491;1.07521;1.07473;1.07501;228
2024.06.19 14:00;1.07502;1.07529;1.07492;1.07521;225
2024.06.19 14:05;1.0752;1.07523;1.07493;1.07512;184
2024.06.19 14:10;1.07513;1.07533;1.07512;1.07525;147
2024.06.19 14:15;1.07525;1.07525;1.07485;1.07492;126
2024.06.19 14:20;1.07494;1.07502;1.07485;1.07497;156
2024.06.19 14:25;1.07498;1.07507;1.0749;1.07496;128
2024.06.19 14:30;1.07496;1.07505;1.07492;1.075;143
2024.06.19 14:35;1.075;1.07502;1.07478;1.07478;141
2024.06.19 14:40;1.07479;1.07493;1.07467;1.07486;102
2024.06.19 14:45;1.07487;1.07525;1.07486;1.075;136
2024.06.19 14:50;1.07501;1.07516;1.0749;1.07506;134
2024.06.19 14:55;1.07506;1.0751;1.07478;1.07509;176
2024.06.19 15:00;1.0751;1.0753;1.07508;1.07522;178
2024.06.19 15:05;1.07526;1.07526;1.07489;1.07489;138
2024.06.19 15:10;1.07487;1.075;1.07476;1.07498;123
2024.06.19 15:15;1.07498;1.075;1.07485;1.07493;135
2024.06.19 15:20;1.07493;1.07499;1.07482;1.07492;137
2024.06.19 15:25;1.07492;1.07492;1.07445;1.07448;162
2024.06.19 15:30;1.07449;1.0748;1.07445;1.07471;113
2024.06.19 15:35;1.07472;1.07472;1.07429;1.07429;139
2024.06.19 15:40;1.07429;1.0744;1.07424;1.07437;148
2024.06.19 15:45;1.07432;1.07451;1.07431;1.0744;143
2024.06.19 15:50;1.07438;1.07476;1.07432;1.07475;153
2024.06.19 15:55;1.07475;1.07489;1.0745;1.07458;145
2024.06.19 16:00;1.0746;1.07483;1.07442;1.07458;153
2024.06.19 16:05;1.07458;1.0746;1.0743;1.0746;170
2024.06.19 16:10;1.07461;1.07479;1.07459;1.07467;115
2024.06.19 16:15;1.07466;1.07472;1.07438;1.07467;131
2024.06.19 16:20;1.07467;1.0747;1.07423;1.07433;173
2024.06.19 16:25;1.07434;1.07445;1.07412;1.0742;130
2024.06.19 16:30;1.0742;1.07425;1.0741;1.07422;152
2024.06.19 16:35;1.07421;1.07433;1.07408;1.07421;119
2024.06.19 16:40;1.07421;1.07429;1.07415;1.07422;122
2024.06.19 16:45;1.07422;1.07448;1.07419;1.07438;132
2024.06.19 16:50;1.07439;1.07446;1.0742;1.07431;142
2024.06.19 16:55;1.07432;1.07449;1.0743;1.07436;107
2024.06.19 17:00;1.07436;1.07441;1.07429;1.07439;142
2024.06.19 17:05;1.07439;1.07451;1.07433;1.0745;125
2024.06.19 17:10;1.07449;1.07452;1.07438;1.07446;88
2024.06.19 17:15;1.07446;1.07465;1.07443;1.07463;99
2024.06.19 17:20;1.07463;1.07489;1.07462;1.07488;90
2024.06.19 17:25;1.07488;1.07506;1.07488;1.07499;113
2024.06.19 17:30;1.07498;1.07509;1.0749;1.07492;90
2024.06.19 17:35;1.07492;1.07492;1.07466;1.07471;88
2024.06.19 17:40;1.07471;1.07478;1.07467;1.07472;94
2024.06.19 17:45;1.07473;1.07497;1.07472;1.07487;145
2024.06.19 17:50;1.07486;1.075;1.07486;1.07488;117
2024.06.19 17:55;1.07487;1.07503;1.07476;1.07482;168
2024.06.19 18:00;1.07481;1.07491;1.07481;1.07484;124
2024.06.19 18:05;1.07482;1.0749;1.07469;1.07488;110
2024.06.19 18:10;1.07488;1.07489;1.07459;1.07459;127
2024.06.19 18:15;1.0746;1.07461;1.07432;1.07455;123
2024.06.19 18:20;1.07456;1.07457;1.07412;1.07416;94
2024.06.19 18:25;1.07416;1.07438;1.07412;1.07437;86
2024.06.19 18:30;1.07436;1.07446;1.07432;1.07446;51
2024.06.19 18:35;1.07445;1.07446;1.07438;1.07441;57
2024.06.19 18:40;1.07441;1.07457;1.07441;1.07452;48
2024.06.19 18:45;1.07452;1.07468;1.07452;1.07463;39
2024.06.19 18:50;1.07462;1.07474;1.07462;1.07472;27
2024.06.19 18:55;1.07475;1.07494;1.07472;1.07493;112
2024.06.19 19:00;1.07493;1.07493;1.07476;1.07479;60
2024.06.19 19:05;1.07479;1.0749;1.07477;1.07482;54
2024.06.19 19:10;1.07483;1.0749;1.07477;1.07487;32
2024.06.19 19:15;1.07487;1.07487;1.07478;1.07479;41
2024.06.19 19:20;1.07476;1.0749;1.07473;1.07476;27
2024.06.19 19:25;1.07476;1.0748;1.07475;1.0748;22
2024.06.19 19:30;1.07481;1.07481;1.07477;1.0748;23
2024.06.19 19:35;1.0748;1.07481;1.07472;1.07472;38
2024.06.19 19:40;1.07472;1.07483;1.07472;1.07481;22
2024.06.19 19:45;1.07477;1.07483;1.07468;1.07472;27
2024.06.19 19:50;1.07474;1.07478;1.07464;1.07478;33
2024.06.19 19:55;1.07478;1.07478;1.07469;1.07471;39
2024.06.19 20:00;1.0747;1.0747;1.0746;1.0746;46
2024.06.19 20:05;1.0746;1.07467;1.07455;1.07464;17
2024.06.19 20:10;1.07464;1.07468;1.07464;1.07468;27
2024.06.19 20:15;1.07467;1.0747;1.07466;1.07467;12
2024.06.19 20:20;1.07467;1.07468;1.07466;1.07466;9
2024.06.19 20:25;1.07467;1.07472;1.07462;1.07462;11
2024.06.19 20:30;1.07462;1.07462;1.0745;1.0745;22
2024.06.19 20:35;1.0745;1.07451;1.07444;1.0745;20
2024.06.19 20:40;1.07451;1.07451;1.07447;1.0745;15
2024.06.19 20:45;1.0745;1.07454;1.0745;1.07451;23
2024.06.19 20:50;1.07452;1.07452;1.0744;1.07441;32
2024.06.19 20:55;1.07441;1.07446;1.07441;1.07446;35
2024.06.19 21:00;1.07446;1.07446;1.07437;1.07437;19
2024.06.19 21:05;1.07436;1.07438;1.07434;1.07435;18
2024.06.19 21:10;1.07435;1.07438;1.07435;1.07438;11
2024.06.19 21:15;1.07437;1.07437;1.07424;1.07432;13
2024.06.19 21:20;1.07432;1.07432;1.07427;1.07427;16
2024.06.19 21:25;1.07427;1.07427;1.07426;1.07426;6
2024.06.19 21:30;1.07427;1.07429;1.07425;1.07428;14
2024.06.19 21:35;1.07428;1.07431;1.07427;1.07431;15
2024.06.19 21:40;1.07431;1.07433;1.07426;1.07433;14
2024.06.19 21:45;1.07433;1.07433;1.07428;1.07429;10
2024.06.19 21:50;1.07429;1.07431;1.07425;1.07427;13
2024.06.19 21:55;1.07427;1.07432;1.07423;1.07432;27
2024.06.19 22:00;1.07432;1.07434;1.07426;1.0743;34
2024.06.19 22:05;1.07429;1.07434;1.07426;1.07433;11
2024.06.19 22:10;1.07433;1.07438;1.07432;1.07438;14
2024.06.19 22:15;1.07439;1.07439;1.07435;1.07435;11
2024.06.19 22:20;1.07435;1.07437;1.07433;1.07435;23
2024.06.19 22:25;1.07435;1.0744;1.07435;1.07439;13
2024.06.19 22:30;1.07439;1.0744;1.07434;1.07437;17
2024.06.19 22:35;1.07437;1.07441;1.07435;1.07441;20
2024.06.19 22:40;1.07441;1.07443;1.07438;1.07441;26
2024.06.19 22:45;1.07441;1.07448;1.07441;1.07448;22
2024.06.19 22:50;1.07448;1.07455;1.07448;1.07454;17
2024.06.19 22:55;1.07454;1.07455;1.07448;1.07449;42
2024.06.19 23:00;1.07449;1.07449;1.0744;1.07442;24
2024.06.19 23:05;1.07442;1.07447;1.0744;1.07443;27
2024.06.19 23:10;1.07446;1.07449;1.07443;1.07448;12
2024.06.19 23:15;1.07446;1.0745;1.07446;1.07449;19
2024.06.19 23:20;1.07445;1.07446;1.07437;1.07439;19
2024.06.19 23:25;1.07439;1.07442;1.07434;1.07434;18
2024.06.19 23:30;1.07434;1.07436;1.0743;1.0743;18
2024.06.19 23:35;1.0743;1.07433;1.0743;1.07432;13
2024.06.19 23:40;1.07432;1.07433;1.07431;1.07432;8
2024.06.19 23:45;1.07433;1.07434;1.0743;1.07434;18
2024.06.19 23:50;1.07434;1.07439;1.07432;1.07439;22
2024.06.19 23:55;1.07434;1.0744;1.07415;1.07416;65
2024.06.20 00:00;1.07419;1.07423;1.07363;1.0741;14
2024.06.20 00:05;1.07411;1.0744;1.0741;1.07432;28
2024.06.20 00:10;1.07432;1.07459;1.07432;1.07442;22
2024.06.20 00:15;1.07455;1.07455;1.07455;1.07455;5
2024.06.20 00:20;1.07455;1.07455;1.07455;1.07455;5
2024.06.20 00:25;1.07455;1.07455;1.07455;1.07455;5
2024.06.20 00:30;1.07456;1.07456;1.07426;1.07456;8
2024.06.20 00:35;1.07456;1.07456;1.07433;1.07456;8
2024.06.20 00:40;1.07456;1.07456;1.07422;1.07436;22
2024.06.20 00:45;1.07436;1.07446;1.0743;1.07437;13
2024.06.20 00:50;1.07437;1.07438;1.07437;1.07437;7
2024.06.20 00:55;1.07437;1.07437;1.07437;1.07437;5
2024.06.20 01:00;1.07439;1.07458;1.07439;1.07443;95
2024.06.20 01:05;1.07449;1.07449;1.07432;1.07437;40
2024.06.20 01:10;1.07438;1.07448;1.07437;1.07448;17
2024.06.20 01:15;1.07451;1.07452;1.07449;1.07451;29
2024.06.20 01:20;1.07451;1.07453;1.07449;1.0745;14
2024.06.20 01:25;1.07451;1.07451;1.07442;1.07442;14
2024.06.20 01:30;1.07443;1.07448;1.07442;1.07445;22
2024.06.20 01:35;1.07445;1.0745;1.07445;1.07448;32
2024.06.20 01:40;1.07448;1.07448;1.0744;1.07444;30
2024.06.20 01:45;1.07443;1.0745;1.07441;1.07449;59
2024.06.20 01:50;1.07445;1.0745;1.07441;1.07449;31
2024.06.20 01:55;1.07449;1.0746;1.07448;1.07455;27
2024.06.20 02:00;1.07457;1.07466;1.07455;1.07463;38
2024.06.20 02:05;1.07463;1.07466;1.07462;1.07463;16
2024.06.20 02:10;1.07462;1.07463;1.07454;1.07461;22
2024.06.20 02:15;1.07463;1.07463;1.07461;1.07461;17
2024.06.20 02:20;1.07461;1.0747;1.07457;1.07468;34
2024.06.20 02:25;1.07467;1.07482;1.07466;1.07482;32
2024.06.20 02:30;1.07482;1.07487;1.07478;1.07486;33
2024.06.20 02:35;1.07487;1.07488;1.0748;1.07482;25
2024.06.20 02:40;1.07482;1.07486;1.07481;1.07482;30
2024.06.20 02:45;1.07484;1.07485;1.07471;1.07475;57
2024.06.20 02:50;1.07474;1.0748;1.07473;1.07473;40
2024.06.20 02:55;1.07474;1.07479;1.07471;1.07472;78
